AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE
1,AL,Alabama,00-0000,All Occupations,,1945300,0.4
1,AL,Alabama,11-0000,Management occupations,major,79400,0.9
1,AL,Alabama,11-1011,Chief executives,,3630,3.7
1,AL,Alabama,11-1021,General and operations managers,,33500,1.3
1,AL,Alabama,11-1031,Legislators,,1580,6.2
1,AL,Alabama,Nov-11,Advertising and promotions managers,,190,18.7
1,AL,Alabama,Nov-21,Marketing managers,,700,5.9
1,AL,Alabama,Nov-22,Sales managers,,2910,5.8
1,AL,Alabama,Nov-31,Public relations managers,,450,5.9
1,AL,Alabama,Nov-11,Administrative services managers,,1170,4.7
1,AL,Alabama,Nov-21,Computer and information systems managers,,2190,4.3
1,AL,Alabama,Nov-31,Financial managers,,4800,3.1
1,AL,Alabama,Nov-41,Compensation and benefits managers,,220,6.3
1,AL,Alabama,Nov-42,Training and development managers,,200,8.5
1,AL,Alabama,Nov-49,"Human resources managers, all other",,700,3.9
1,AL,Alabama,Nov-51,Industrial production managers,,2350,2.9
1,AL,Alabama,Nov-61,Purchasing managers,,910,4.4
1,AL,Alabama,Nov-71,"Transportation, storage, and distribution managers",,990,6.3
1,AL,Alabama,Nov-21,Construction managers,,3310,4.6
1,AL,Alabama,Nov-31,"Education administrators, preschool and child care center/program",,410,10.5
1,AL,Alabama,Nov-32,"Education administrators, elementary and secondary school",,3200,3.4
1,AL,Alabama,Nov-33,"Education administrators, postsecondary",,2000,5
1,AL,Alabama,Nov-39,"Education administrators, all other",,410,5.5
1,AL,Alabama,Nov-41,Engineering managers,,2490,3.6
1,AL,Alabama,Nov-51,Food service managers,,2690,5.2
1,AL,Alabama,Nov-61,Funeral directors,,570,14.1
1,AL,Alabama,Nov-81,Lodging managers,,430,9.3
1,AL,Alabama,Nov-11,Medical and health services managers,,2310,4.3
1,AL,Alabama,Nov-21,Natural sciences managers,,0,0
1,AL,Alabama,Nov-31,Postmasters and mail superintendents,,520,0
1,AL,Alabama,Nov-41,"Property, real estate, and community association managers",,790,12.1
1,AL,Alabama,Nov-51,Social and community service managers,,950,5.4
1,AL,Alabama,Nov-99,"Managers, all other",,2630,3.3
1,AL,Alabama,13-0000,Business and financial operations occupations,major,62630,1.2
1,AL,Alabama,13-1021,"Purchasing agents and buyers, farm products",,130,24.8
1,AL,Alabama,13-1022,"Wholesale and retail buyers, except farm products",,1260,9.9
1,AL,Alabama,13-1023,"Purchasing agents, except wholesale, retail, and farm products",,5110,2.6
1,AL,Alabama,13-1031,"Claims adjusters, examiners, and investigators",,2630,5.5
1,AL,Alabama,13-1032,"Insurance appraisers, auto damage",,280,5.3
1,AL,Alabama,13-1041,"Compliance officers, except agriculture, construction, health and safety, and transportation",,1900,3.6
1,AL,Alabama,13-1051,Cost estimators,,2610,6.3
1,AL,Alabama,13-1061,Emergency management specialists,,320,7.5
1,AL,Alabama,13-1071,"Employment, recruitment, and placement specialists",,2010,7.1
1,AL,Alabama,13-1072,"Compensation, benefits, and job analysis specialists",,920,9.8
1,AL,Alabama,13-1073,Training and development specialists,,2120,4.4
1,AL,Alabama,13-1079,"Human resources, training, and labor relations specialists, all other",,3040,4.3
1,AL,Alabama,13-1081,Logisticians,,2390,2.3
1,AL,Alabama,13-1111,Management analysts,,4780,6
1,AL,Alabama,13-1121,Meeting and convention planners,,240,18.4
1,AL,Alabama,13-1199,"Business operations specialists, all other",,6920,3.2
1,AL,Alabama,13-2011,Accountants and auditors,,13240,2.6
1,AL,Alabama,13-2021,Appraisers and assessors of real estate,,810,9.2
1,AL,Alabama,13-2031,Budget analysts,,840,3.8
1,AL,Alabama,13-2041,Credit analysts,,630,11.9
1,AL,Alabama,13-2051,Financial analysts,,710,11.7
1,AL,Alabama,13-2052,Personal financial advisors,,1470,8.7
1,AL,Alabama,13-2053,Insurance underwriters,,590,11.6
1,AL,Alabama,13-2061,Financial examiners,,510,30.5
1,AL,Alabama,13-2071,Loan counselors,,460,19.8
1,AL,Alabama,13-2072,Loan officers,,4250,5.7
1,AL,Alabama,13-2081,"Tax examiners, collectors, and revenue agents",,970,1.9
1,AL,Alabama,13-2082,Tax preparers,,760,17.8
1,AL,Alabama,13-2099,"Financial specialists, all other",,680,7.7
1,AL,Alabama,15-0000,Computer and mathematical science occupations,major,34460,4
1,AL,Alabama,15-1011,"Computer and information scientists, research",,330,16
1,AL,Alabama,15-1021,Computer programmers,,4060,6.3
1,AL,Alabama,15-1031,"Computer software engineers, applications",,2940,9.3
1,AL,Alabama,15-1032,"Computer software engineers, systems software",,4770,16.2
1,AL,Alabama,15-1041,Computer support specialists,,5910,3.9
1,AL,Alabama,15-1051,Computer systems analysts,,6620,7.9
1,AL,Alabama,15-1061,Database administrators,,1070,4.7
1,AL,Alabama,15-1071,Network and computer systems administrators,,3650,4.2
1,AL,Alabama,15-1081,Network systems and data communications analysts,,1890,6.6
1,AL,Alabama,15-1099,"Computer specialists, all other",,2330,5.7
1,AL,Alabama,15-2011,Actuaries,,90,9
1,AL,Alabama,15-2021,Mathematicians,,60,27.9
1,AL,Alabama,15-2031,Operations research analysts,,550,7.6
1,AL,Alabama,15-2041,Statisticians,,180,11.6
1,AL,Alabama,17-0000,Architecture and engineering occupations,major,39810,1.6
1,AL,Alabama,17-1011,"Architects, except landscape and naval",,1340,7.6
1,AL,Alabama,17-1012,Landscape architects,,90,31.5
1,AL,Alabama,17-1021,Cartographers and photogrammetrists,,320,18.5
1,AL,Alabama,17-1022,Surveyors,,1240,15.6
1,AL,Alabama,17-2011,Aerospace engineers,,2160,5.6
1,AL,Alabama,17-2031,Biomedical engineers,,60,19.5
1,AL,Alabama,17-2041,Chemical engineers,,640,5.9
1,AL,Alabama,17-2051,Civil engineers,,4130,8.2
1,AL,Alabama,17-2061,Computer hardware engineers,,1120,9.7
1,AL,Alabama,17-2071,Electrical engineers,,3050,4.3
1,AL,Alabama,17-2072,"Electronics engineers, except computer",,1530,14.4
