AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE
01,AL,Alabama,00-0000,All Occupations,total,1807480,0.4
01,AL,Alabama,11-0000,Management Occupations,major,69180,1.0
01,AL,Alabama,11-1011,Chief Executives,,1750,4.8
01,AL,Alabama,11-1021,General and Operations Managers,,30870,1.3
01,AL,Alabama,11-1031,Legislators,,1200,4.4
01,AL,Alabama,11-2011,Advertising and Promotions Managers,,130,11.0
01,AL,Alabama,11-2021,Marketing Managers,,730,9.6
01,AL,Alabama,11-2022,Sales Managers,,2420,4.1
01,AL,Alabama,11-2031,Public Relations and Fundraising Managers,,530,6.1
01,AL,Alabama,11-3011,Administrative Services Managers,,1040,3.9
01,AL,Alabama,11-3021,Computer and Information Systems Managers,,2390,4.7
01,AL,Alabama,11-3031,Financial Managers,,4210,2.8
01,AL,Alabama,11-3051,Industrial Production Managers,,2180,3.1
01,AL,Alabama,11-3061,Purchasing Managers,,840,3.3
01,AL,Alabama,11-3071,"Transportation, Storage, and Distribution Managers",,880,4.6
01,AL,Alabama,11-3111,Compensation and Benefits Managers,,170,5.1
01,AL,Alabama,11-3121,Human Resources Managers,,640,3.2
01,AL,Alabama,11-3131,Training and Development Managers,,200,6.9
01,AL,Alabama,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",,30,20.3
01,AL,Alabama,11-9021,Construction Managers,,2010,6.8
01,AL,Alabama,11-9031,"Education Administrators, Preschool and Childcare Center/Program",,360,15.3
01,AL,Alabama,11-9032,"Education Administrators, Elementary and Secondary School",,2990,4.8
01,AL,Alabama,11-9033,"Education Administrators, Postsecondary",,1820,5.5
01,AL,Alabama,11-9039,"Education Administrators, All Other",,390,9.0
01,AL,Alabama,11-9041,Architectural and Engineering Managers,,2510,2.9
01,AL,Alabama,11-9051,Food Service Managers,,2150,8.3
01,AL,Alabama,11-9081,Lodging Managers,,480,11.4
01,AL,Alabama,11-9111,Medical and Health Services Managers,,2160,3.7
01,AL,Alabama,11-9121,Natural Sciences Managers,,150,8.0
01,AL,Alabama,11-9131,Postmasters and Mail Superintendents,,480,0.0
01,AL,Alabama,11-9141,"Property, Real Estate, and Community Association Managers",,430,10.8
01,AL,Alabama,11-9151,Social and Community Service Managers,,840,5.5
01,AL,Alabama,11-9161,Emergency Management Directors,,240,8.5
01,AL,Alabama,11-9199,"Managers, All Other",,1970,3.4
01,AL,Alabama,13-0000,Business and Financial Operations Occupations,major,62560,1.1
01,AL,Alabama,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",,80,33.2
01,AL,Alabama,13-1021,"Buyers and Purchasing Agents, Farm Products",,130,10.9
01,AL,Alabama,13-1022,"Wholesale and Retail Buyers, Except Farm Products",,1050,10.4
01,AL,Alabama,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",,5010,2.1
