AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE
01,AL,Alabama,00-0000,All Occupations,total,1824400,0.4
01,AL,Alabama,11-0000,Management Occupations,major,66790,1.0
01,AL,Alabama,11-1011,Chief Executives,detailed,1330,10.0
01,AL,Alabama,11-1021,General and Operations Managers,detailed,27040,1.5
01,AL,Alabama,11-1031,Legislators,detailed,1070,6.5
01,AL,Alabama,11-2011,Advertising and Promotions Managers,detailed,110,10.2
01,AL,Alabama,11-2021,Marketing Managers,detailed,640,10.0
01,AL,Alabama,11-2022,Sales Managers,detailed,2190,4.1
01,AL,Alabama,11-2031,Public Relations and Fundraising Managers,detailed,490,5.3
01,AL,Alabama,11-3011,Administrative Services Managers,detailed,870,4.7
01,AL,Alabama,11-3021,Computer and Information Systems Managers,detailed,2770,4.3
01,AL,Alabama,11-3031,Financial Managers,detailed,4120,2.6
01,AL,Alabama,11-3051,Industrial Production Managers,detailed,2550,2.9
01,AL,Alabama,11-3061,Purchasing Managers,detailed,960,3.4
01,AL,Alabama,11-3071,"Transportation, Storage, and Distribution Managers",detailed,860,5.0
01,AL,Alabama,11-3111,Compensation and Benefits Managers,detailed,110,6.7
01,AL,Alabama,11-3121,Human Resources Managers,detailed,970,2.6
01,AL,Alabama,11-3131,Training and Development Managers,detailed,130,4.1
01,AL,Alabama,11-9021,Construction Managers,detailed,2050,6.7
01,AL,Alabama,11-9031,"Education Administrators, Preschool and Childcare Center/Program",detailed,300,29.6
01,AL,Alabama,11-9032,"Education Administrators, Elementary and Secondary School",detailed,3110,4.4
01,AL,Alabama,11-9033,"Education Administrators, Postsecondary",detailed,2030,5.6
01,AL,Alabama,11-9039,"Education Administrators, All Other",detailed,530,4.9
01,AL,Alabama,11-9041,Architectural and Engineering Managers,detailed,2720,2.8
01,AL,Alabama,11-9051,Food Service Managers,detailed,2050,9.6
01,AL,Alabama,11-9061,Funeral Service Managers,detailed,420,10.6
01,AL,Alabama,11-9081,Lodging Managers,detailed,550,13.2
01,AL,Alabama,11-9111,Medical and Health Services Managers,detailed,2230,3.7
01,AL,Alabama,11-9121,Natural Sciences Managers,detailed,180,12.2
01,AL,Alabama,11-9131,Postmasters and Mail Superintendents,detailed,450,0.0
01,AL,Alabama,11-9141,"Property, Real Estate, and Community Association Managers",detailed,490,10.3
01,AL,Alabama,11-9151,Social and Community Service Managers,detailed,830,5.2
01,AL,Alabama,11-9161,Emergency Management Directors,detailed,130,2.8
01,AL,Alabama,11-9199,"Managers, All Other",detailed,2490,5.0
01,AL,Alabama,13-0000,Business and Financial Operations Occupations,major,65480,1.5
01,AL,Alabama,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,70,34.7
01,AL,Alabama,13-1021,"Buyers and Purchasing Agents, Farm Products",detailed,200,17.9
01,AL,Alabama,13-1022,"Wholesale and Retail Buyers, Except Farm Products",detailed,570,16.2
01,AL,Alabama,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",detailed,5950,2.8
01,AL,Alabama,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,3240,4.1
01,AL,Alabama,13-1032,"Insurance Appraisers, Auto Damage",detailed,520,1.8
01,AL,Alabama,13-1041,Compliance Officers,detailed,1650,2.3
01,AL,Alabama,13-1051,Cost Estimators,detailed,2520,5.8
01,AL,Alabama,13-1071,Human Resources Specialists,detailed,4040,2.3
01,AL,Alabama,13-1075,Labor Relations Specialists,detailed,1010,7.3
01,AL,Alabama,13-1081,Logisticians,detailed,3880,7.4
01,AL,Alabama,13-1111,Management Analysts,detailed,4530,4.2
01,AL,Alabama,13-1121,"Meeting, Convention, and Event Planners",detailed,410,11.1
01,AL,Alabama,13-1131,Fundraisers,detailed,440,8.0
01,AL,Alabama,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,470,6.1
01,AL,Alabama,13-1151,Training and Development Specialists,detailed,2300,5.0
01,AL,Alabama,13-1161,Market Research Analysts and Marketing Specialists,detailed,2280,5.8
01,AL,Alabama,13-1199,"Business Operations Specialists, All Other",detailed,6530,2.3
01,AL,Alabama,13-2011,Accountants and Auditors,detailed,14290,1.9
01,AL,Alabama,13-2021,Appraisers and Assessors of Real Estate,detailed,750,12.0
01,AL,Alabama,13-2031,Budget Analysts,detailed,1190,7.5
01,AL,Alabama,13-2041,Credit Analysts,detailed,730,13.4
01,AL,Alabama,13-2051,Financial Analysts,detailed,730,13.3
01,AL,Alabama,13-2052,Personal Financial Advisors,detailed,800,12.1
01,AL,Alabama,13-2053,Insurance Underwriters,detailed,690,6.2
01,AL,Alabama,13-2061,Financial Examiners,detailed,250,4.4
01,AL,Alabama,13-2071,Credit Counselors,detailed,230,11.8
01,AL,Alabama,13-2072,Loan Officers,detailed,3210,5.5
01,AL,Alabama,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,1000,1.5
01,AL,Alabama,13-2082,Tax Preparers,detailed,330,16.6
01,AL,Alabama,13-2099,"Financial Specialists, All Other",detailed,680,6.5
01,AL,Alabama,15-0000,Computer and Mathematical Occupations,major,38150,2.5
01,AL,Alabama,15-1111,Computer and Information Research Scientists,detailed,310,11.7
01,AL,Alabama,15-1121,Computer Systems Analysts,detailed,5470,12.0
01,AL,Alabama,15-1122,Information Security Analysts,detailed,1020,6.0
01,AL,Alabama,15-1131,Computer Programmers,detailed,4750,4.8
01,AL,Alabama,15-1132,"Software Developers, Applications",detailed,3640,7.2
01,AL,Alabama,15-1133,"Software Developers, Systems Software",detailed,3330,6.4
01,AL,Alabama,15-1134,Web Developers,detailed,660,9.5
01,AL,Alabama,15-1141,Database Administrators,detailed,1780,4.2
01,AL,Alabama,15-1142,Network and Computer Systems Administrators,detailed,4820,3.8
01,AL,Alabama,15-1143,Computer Network Architects,detailed,740,6.7
01,AL,Alabama,15-1151,Computer User Support Specialists,detailed,7310,4.1
01,AL,Alabama,15-1152,Computer Network Support Specialists,detailed,1510,12.0
01,AL,Alabama,15-1199,"Computer Occupations, All Other",detailed,1800,2.4
01,AL,Alabama,15-2011,Actuaries,detailed,30,10.5
01,AL,Alabama,15-2031,Operations Research Analysts,detailed,730,8.6
01,AL,Alabama,15-2041,Statisticians,detailed,230,3.3
01,AL,Alabama,17-0000,Architecture and Engineering Occupations,major,39900,1.5
01,AL,Alabama,17-1011,"Architects, Except Landscape and Naval",detailed,910,10.6
01,AL,Alabama,17-1012,Landscape Architects,detailed,0,0
01,AL,Alabama,17-1021,Cartographers and Photogrammetrists,detailed,520,6.5
01,AL,Alabama,17-1022,Surveyors,detailed,560,10.5
01,AL,Alabama,17-2011,Aerospace Engineers,detailed,3270,5.5
01,AL,Alabama,17-2031,Biomedical Engineers,detailed,0,0
01,AL,Alabama,17-2041,Chemical Engineers,detailed,530,20.2
01,AL,Alabama,17-2051,Civil Engineers,detailed,3620,4.8
01,AL,Alabama,17-2061,Computer Hardware Engineers,detailed,1280,7.2
01,AL,Alabama,17-2071,Electrical Engineers,detailed,4020,5.2
01,AL,Alabama,17-2072,"Electronics Engineers, Except Computer",detailed,1880,7.0
01,AL,Alabama,17-2081,Environmental Engineers,detailed,880,9.8
01,AL,Alabama,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,430,4.7
01,AL,Alabama,17-2112,Industrial Engineers,detailed,3680,3.4
01,AL,Alabama,17-2121,Marine Engineers and Naval Architects,detailed,140,7.6
01,AL,Alabama,17-2131,Materials Engineers,detailed,430,5.4
01,AL,Alabama,17-2141,Mechanical Engineers,detailed,3220,5.4
01,AL,Alabama,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,240,16.1
01,AL,Alabama,17-2199,"Engineers, All Other",detailed,4460,4.4
01,AL,Alabama,17-3011,Architectural and Civil Drafters,detailed,1170,8.4
01,AL,Alabama,17-3012,Electrical and Electronics Drafters,detailed,460,10.5
01,AL,Alabama,17-3013,Mechanical Drafters,detailed,690,13.1
01,AL,Alabama,17-3019,"Drafters, All Other",detailed,290,16.0
01,AL,Alabama,17-3021,Aerospace Engineering and Operations Technicians,detailed,230,25.0
01,AL,Alabama,17-3022,Civil Engineering Technicians,detailed,580,8.7
01,AL,Alabama,17-3023,Electrical and Electronics Engineering Technicians,detailed,1980,9.5
01,AL,Alabama,17-3024,Electro-Mechanical Technicians,detailed,60,20.0
01,AL,Alabama,17-3025,Environmental Engineering Technicians,detailed,720,17.8
01,AL,Alabama,17-3026,Industrial Engineering Technicians,detailed,880,5.5
01,AL,Alabama,17-3027,Mechanical Engineering Technicians,detailed,570,11.5
01,AL,Alabama,17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,740,7.4
01,AL,Alabama,17-3031,Surveying and Mapping Technicians,detailed,900,10.2
01,AL,Alabama,19-0000,"Life, Physical, and Social Science Occupations",major,8950,2.2
01,AL,Alabama,19-1013,Soil and Plant Scientists,detailed,60,19.4
01,AL,Alabama,19-1022,Microbiologists,detailed,170,4.9
01,AL,Alabama,19-1023,Zoologists and Wildlife Biologists,detailed,100,2.9
01,AL,Alabama,19-1029,"Biological Scientists, All Other",detailed,0,0
01,AL,Alabama,19-1031,Conservation Scientists,detailed,110,0.7
01,AL,Alabama,19-1032,Foresters,detailed,210,12.6
01,AL,Alabama,19-1041,Epidemiologists,detailed,40,2.9
01,AL,Alabama,19-1042,"Medical Scientists, Except Epidemiologists",detailed,130,6.7
01,AL,Alabama,19-1099,"Life Scientists, All Other",detailed,120,1.1
01,AL,Alabama,19-2012,Physicists,detailed,180,6.3
01,AL,Alabama,19-2021,Atmospheric and Space Scientists,detailed,120,14.0
01,AL,Alabama,19-2031,Chemists,detailed,720,9.5
01,AL,Alabama,19-2032,Materials Scientists,detailed,60,21.8
01,AL,Alabama,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,1100,4.7
01,AL,Alabama,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,290,9.7
01,AL,Alabama,19-3011,Economists,detailed,60,9.8
01,AL,Alabama,19-3022,Survey Researchers,detailed,0,0
01,AL,Alabama,19-3031,"Clinical, Counseling, and School Psychologists",detailed,670,8.8
01,AL,Alabama,19-3039,"Psychologists, All Other",detailed,110,3.1
01,AL,Alabama,19-3051,Urban and Regional Planners,detailed,320,9.6
01,AL,Alabama,19-3091,Anthropologists and Archeologists,detailed,30,0.0
01,AL,Alabama,19-3093,Historians,detailed,50,2.2
01,AL,Alabama,19-3099,"Social Scientists and Related Workers, All Other",detailed,200,0.0
01,AL,Alabama,19-4011,Agricultural and Food Science Technicians,detailed,120,14.0
01,AL,Alabama,19-4031,Chemical Technicians,detailed,950,7.7
01,AL,Alabama,19-4041,Geological and Petroleum Technicians,detailed,50,14.5
01,AL,Alabama,19-4051,Nuclear Technicians,detailed,70,9.8
01,AL,Alabama,19-4091,"Environmental Science and Protection Technicians, Including Health",detailed,560,11.3
01,AL,Alabama,19-4092,Forensic Science Technicians,detailed,80,3.9
01,AL,Alabama,19-4093,Forest and Conservation Technicians,detailed,240,1.6
01,AL,Alabama,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,410,5.6
01,AL,Alabama,21-0000,Community and Social Service Occupations,major,16780,2.3
01,AL,Alabama,21-1011,Substance Abuse and Behavioral Disorder Counselors,detailed,650,10.3
01,AL,Alabama,21-1012,"Educational, Guidance, School, and Vocational Counselors",detailed,2940,4.4
01,AL,Alabama,21-1013,Marriage and Family Therapists,detailed,250,19.6
01,AL,Alabama,21-1014,Mental Health Counselors,detailed,710,16.8
01,AL,Alabama,21-1015,Rehabilitation Counselors,detailed,770,7.8
01,AL,Alabama,21-1019,"Counselors, All Other",detailed,40,24.2
01,AL,Alabama,21-1021,"Child, Family, and School Social Workers",detailed,3610,4.0
01,AL,Alabama,21-1022,Healthcare Social Workers,detailed,2290,3.9
01,AL,Alabama,21-1023,Mental Health and Substance Abuse Social Workers,detailed,1060,7.5
01,AL,Alabama,21-1029,"Social Workers, All Other",detailed,320,14.1
01,AL,Alabama,21-1091,Health Educators,detailed,320,9.1
01,AL,Alabama,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,1080,4.1
01,AL,Alabama,21-1093,Social and Human Service Assistants,detailed,1760,8.1
01,AL,Alabama,21-1094,Community Health Workers,detailed,410,12.7
01,AL,Alabama,21-1099,"Community and Social Service Specialists, All Other",detailed,110,34.8
01,AL,Alabama,21-2011,Clergy,detailed,390,9.6
01,AL,Alabama,21-2021,"Directors, Religious Activities and Education",detailed,50,22.9
01,AL,Alabama,23-0000,Legal Occupations,major,10170,3.1
01,AL,Alabama,23-1011,Lawyers,detailed,5460,4.1
01,AL,Alabama,23-1012,Judicial Law Clerks,detailed,40,16.8
01,AL,Alabama,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,140,4.9
01,AL,Alabama,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,50,6.5
01,AL,Alabama,23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,690,2.7
01,AL,Alabama,23-2011,Paralegals and Legal Assistants,detailed,2950,8.4
01,AL,Alabama,23-2091,Court Reporters,detailed,380,14.0
01,AL,Alabama,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,260,26.6
01,AL,Alabama,23-2099,"Legal Support Workers, All Other",detailed,210,11.3
01,AL,Alabama,25-0000,"Education, Training, and Library Occupations",major,105420,1.8
01,AL,Alabama,25-1011,"Business Teachers, Postsecondary",detailed,1250,11.1
01,AL,Alabama,25-1021,"Computer Science Teachers, Postsecondary",detailed,550,6.5
01,AL,Alabama,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,770,3.4
01,AL,Alabama,25-1032,"Engineering Teachers, Postsecondary",detailed,560,4.1
01,AL,Alabama,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,200,0.0
01,AL,Alabama,25-1042,"Biological Science Teachers, Postsecondary",detailed,1740,2.1
01,AL,Alabama,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,70,3.4
01,AL,Alabama,25-1052,"Chemistry Teachers, Postsecondary",detailed,260,5.1
01,AL,Alabama,25-1054,"Physics Teachers, Postsecondary",detailed,190,4.3
01,AL,Alabama,25-1063,"Economics Teachers, Postsecondary",detailed,160,8.7
01,AL,Alabama,25-1064,"Geography Teachers, Postsecondary",detailed,50,4.7
01,AL,Alabama,25-1065,"Political Science Teachers, Postsecondary",detailed,210,12.5
