AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE
01,AL,Alabama,00-0000,All Occupations,,1830360,0.6
01,AL,Alabama,11-0000,Management occupations,major,81040,1.3
01,AL,Alabama,11-1011,Chief executives,,3880,3.8
01,AL,Alabama,11-1021,General and operations managers,,25990,2.0
01,AL,Alabama,11-1031,Legislators,,1590,23.1
01,AL,Alabama,11-2011,Advertising and promotions managers,,560,8.0
01,AL,Alabama,11-2021,Marketing managers,,1460,7.1
01,AL,Alabama,11-2022,Sales managers,,2960,4.2
01,AL,Alabama,11-2031,Public relations managers,,650,12.2
01,AL,Alabama,11-3011,Administrative services managers,,2290,3.6
01,AL,Alabama,11-3021,Computer and information systems managers,,2690,5.0
01,AL,Alabama,11-3031,Financial managers,,5550,4.6
01,AL,Alabama,11-3041,Compensation and benefits managers,,560,6.0
01,AL,Alabama,11-3042,Training and development managers,,300,11.9
01,AL,Alabama,11-3049,"Human resources managers, all other",,930,3.4
01,AL,Alabama,11-3051,Industrial production managers,,2330,3.6
01,AL,Alabama,11-3061,Purchasing managers,,810,6.0
01,AL,Alabama,11-3071,"Transportation, storage, and distribution managers",,990,4.1
01,AL,Alabama,11-9011,"Farm, ranch, and other agricultural managers",,40,18.8
01,AL,Alabama,11-9021,Construction managers,,4030,6.6
01,AL,Alabama,11-9031,"Education administrators, preschool and child care center/program",,540,11.9
01,AL,Alabama,11-9032,"Education administrators, elementary and secondary school",,2730,4.3
01,AL,Alabama,11-9033,"Education administrators, postsecondary",,2840,5.4
01,AL,Alabama,11-9039,"Education administrators, all other",,430,19.9
01,AL,Alabama,11-9041,Engineering managers,,2720,5.8
01,AL,Alabama,11-9051,Food service managers,,2180,10.7
01,AL,Alabama,11-9061,Funeral directors,,450,13.0
01,AL,Alabama,11-9081,Lodging managers,,430,18.3
01,AL,Alabama,11-9111,Medical and health services managers,,2700,3.4
01,AL,Alabama,11-9121,Natural sciences managers,,230,5.9
01,AL,Alabama,11-9131,Postmasters and mail superintendents,,520,0.0
01,AL,Alabama,11-9141,"Property, real estate, and community association managers",,1590,12.4
01,AL,Alabama,11-9151,Social and community service managers,,1030,6.6
01,AL,Alabama,11-9199,"Managers, all other",,5040,4.7
01,AL,Alabama,13-0000,Business and financial operations occupations,major,54370,2.7
01,AL,Alabama,13-1011,"Agents and business managers of artists, performers, and athletes",,30,34.2
01,AL,Alabama,13-1021,"Purchasing agents and buyers, farm products",,160,13.9
01,AL,Alabama,13-1022,"Wholesale and retail buyers, except farm products",,1100,7.7
01,AL,Alabama,13-1023,"Purchasing agents, except wholesale, retail, and farm products",,4260,3.1
01,AL,Alabama,13-1031,"Claims adjusters, examiners, and investigators",,2250,10.5
01,AL,Alabama,13-1032,"Insurance appraisers, auto damage",,110,18.5
01,AL,Alabama,13-1041,"Compliance officers, except agriculture, construction, health and safety, and transportation",,1680,6.0
01,AL,Alabama,13-1051,Cost estimators,,2090,5.3
01,AL,Alabama,13-1061,Emergency management specialists,,370,16.3
01,AL,Alabama,13-1071,"Employment, recruitment, and placement specialists",,1060,5.5
01,AL,Alabama,13-1072,"Compensation, benefits, and job analysis specialists",,1240,2.6
01,AL,Alabama,13-1073,Training and development specialists,,2530,7.3
01,AL,Alabama,13-1079,"Human resources, training, and labor relations specialists, all other",,2130,4.8
01,AL,Alabama,13-1081,Logisticians,,410,12.5
01,AL,Alabama,13-1111,Management analysts,,3440,7.9
01,AL,Alabama,13-1121,Meeting and convention planners,,200,13.6
01,AL,Alabama,13-1199,"Business operations specialists, all other",,7620,2.3
01,AL,Alabama,13-2011,Accountants and auditors,,11000,7.5
01,AL,Alabama,13-2021,Appraisers and assessors of real estate,,860,19.7
01,AL,Alabama,13-2031,Budget analysts,,660,14.3
01,AL,Alabama,13-2041,Credit analysts,,610,14.0
01,AL,Alabama,13-2051,Financial analysts,,1020,16.0
01,AL,Alabama,13-2052,Personal financial advisors,,1000,17.1
01,AL,Alabama,13-2053,Insurance underwriters,,660,12.4
01,AL,Alabama,13-2061,Financial examiners,,190,29.2
01,AL,Alabama,13-2071,Loan counselors,,0,0
01,AL,Alabama,13-2072,Loan officers,,4430,8.5
01,AL,Alabama,13-2081,"Tax examiners, collectors, and revenue agents",,1100,4.8
01,AL,Alabama,13-2082,Tax preparers,,910,40.9
01,AL,Alabama,13-2099,"Financial specialists, all other",,970,14.1
01,AL,Alabama,15-0000,Computer and mathematical occupations,major,29310,4.0
01,AL,Alabama,15-1011,"Computer and information scientists, research",,370,27.6
01,AL,Alabama,15-1021,Computer programmers,,4550,10.3
01,AL,Alabama,15-1031,"Computer software engineers, applications",,3430,13.2
01,AL,Alabama,15-1032,"Computer software engineers, systems software",,2270,14.1
01,AL,Alabama,15-1041,Computer support specialists,,5250,8.1
01,AL,Alabama,15-1051,Computer systems analysts,,6800,7.2
01,AL,Alabama,15-1061,Database administrators,,770,7.1
01,AL,Alabama,15-1071,Network and computer systems administrators,,2420,5.0
01,AL,Alabama,15-1081,Network systems and data communications analysts,,1310,8.1
01,AL,Alabama,15-1099,"Computer specialists, all other",,1150,12.8
01,AL,Alabama,15-2011,Actuaries,,0,0
01,AL,Alabama,15-2031,Operations research analysts,,820,7.8
01,AL,Alabama,15-2041,Statisticians,,70,11.3
01,AL,Alabama,17-0000,Architecture and engineering occupations,major,36220,2.3
01,AL,Alabama,17-1011,"Architects, except landscape and naval",,1070,11.6
01,AL,Alabama,17-1012,Landscape architects,,70,17.8
01,AL,Alabama,17-1021,Cartographers and photogrammetrists,,190,20.6
01,AL,Alabama,17-1022,Surveyors,,1010,19.5
01,AL,Alabama,17-2011,Aerospace engineers,,1930,10.2
01,AL,Alabama,17-2031,Biomedical engineers,,30,21.7
01,AL,Alabama,17-2041,Chemical engineers,,570,8.4
01,AL,Alabama,17-2051,Civil engineers,,2980,6.7
01,AL,Alabama,17-2061,Computer hardware engineers,,950,17.5
01,AL,Alabama,17-2071,Electrical engineers,,3360,11.0
01,AL,Alabama,17-2072,"Electronics engineers, except computer",,1710,12.5
01,AL,Alabama,17-2081,Environmental engineers,,790,10.6
01,AL,Alabama,17-2111,"Health and safety engineers, except mining safety engineers and inspectors",,330,7.9
01,AL,Alabama,17-2112,Industrial engineers,,1960,7.0
01,AL,Alabama,17-2131,Materials engineers,,390,6.0
01,AL,Alabama,17-2141,Mechanical engineers,,2440,9.9
01,AL,Alabama,17-2151,"Mining and geological engineers, including mining safety engineers",,70,33.3
01,AL,Alabama,17-2171,Petroleum engineers,,50,9.3
01,AL,Alabama,17-2199,"Engineers, all other",,2950,5.9
01,AL,Alabama,17-3011,Architectural and civil drafters,,1280,8.8
01,AL,Alabama,17-3012,Electrical and electronics drafters,,910,22.4
01,AL,Alabama,17-3013,Mechanical drafters,,950,14.6
01,AL,Alabama,17-3019,"Drafters, all other",,490,10.5
01,AL,Alabama,17-3021,Aerospace engineering and operations technicians,,170,13.2
01,AL,Alabama,17-3022,Civil engineering technicians,,1780,5.7
01,AL,Alabama,17-3023,Electrical and electronic engineering technicians,,3540,9.3
01,AL,Alabama,17-3024,Electro-mechanical technicians,,160,5.0
01,AL,Alabama,17-3025,Environmental engineering technicians,,290,19.0
01,AL,Alabama,17-3026,Industrial engineering technicians,,530,9.0
01,AL,Alabama,17-3027,Mechanical engineering technicians,,440,12.0
01,AL,Alabama,17-3029,"Engineering technicians, except drafters, all other",,1250,16.5
01,AL,Alabama,17-3031,Surveying and mapping technicians,,1170,14.6
01,AL,Alabama,19-0000,"Life, physical, and social science occupations",major,10330,6.4
01,AL,Alabama,19-1012,Food scientists and technologists,,60,14.9
01,AL,Alabama,19-1013,Soil and plant scientists,,80,6.9
01,AL,Alabama,19-1021,Biochemists and biophysicists,,130,43.5
01,AL,Alabama,19-1022,Microbiologists,,140,19.5
01,AL,Alabama,19-1023,Zoologists and wildlife biologists,,80,0.0
01,AL,Alabama,19-1029,"Biological scientists, all other",,170,8.5
01,AL,Alabama,19-1031,Conservation scientists,,100,1.2
01,AL,Alabama,19-1032,Foresters,,300,14.8
01,AL,Alabama,19-1042,"Medical scientists, except epidemiologists",,130,11.1
01,AL,Alabama,19-1099,"Life scientists, all other",,30,33.5
01,AL,Alabama,19-2012,Physicists,,170,9.1
01,AL,Alabama,19-2021,Atmospheric and space scientists,,140,10.8
01,AL,Alabama,19-2031,Chemists,,730,10.1
01,AL,Alabama,19-2032,Materials scientists,,40,16.7
01,AL,Alabama,19-2041,"Environmental scientists and specialists, including health",,1330,6.4
01,AL,Alabama,19-2042,"Geoscientists, except hydrologists and geographers",,90,5.7
01,AL,Alabama,19-2043,Hydrologists,,30,0.0
01,AL,Alabama,19-2099,"Physical scientists, all other",,150,1.0
01,AL,Alabama,19-3011,Economists,,70,10.9
01,AL,Alabama,19-3021,Market research analysts,,1320,20.7
01,AL,Alabama,19-3022,Survey researchers,,170,1.2
01,AL,Alabama,19-3031,"Clinical, counseling, and school psychologists",,380,11.4
01,AL,Alabama,19-3039,"Psychologists, all other",,70,7.9
01,AL,Alabama,19-3051,Urban and regional planners,,290,4.7
01,AL,Alabama,19-3091,Anthropologists and archeologists,,0,0
01,AL,Alabama,19-3093,Historians,,40,23.8
01,AL,Alabama,19-3099,"Social scientists and related workers, all other",,250,20.1
01,AL,Alabama,19-4021,Biological technicians,,450,15.0
01,AL,Alabama,19-4031,Chemical technicians,,840,8.3
01,AL,Alabama,19-4091,"Environmental science and protection technicians, including health",,210,16.5
01,AL,Alabama,19-4092,Forensic science technicians,,170,1.3
01,AL,Alabama,19-4093,Forest and conservation technicians,,310,6.4
01,AL,Alabama,19-4099,"Life, physical, and social science technicians, all other",,670,14.5
01,AL,Alabama,21-0000,Community and social services occupations,major,15910,3.3
01,AL,Alabama,21-1011,Substance abuse and behavioral disorder counselors,,550,9.0
01,AL,Alabama,21-1012,"Educational, vocational, and school counselors",,2720,6.0
01,AL,Alabama,21-1013,Marriage and family therapists,,250,22.5
01,AL,Alabama,21-1014,Mental health counselors,,1100,13.2
01,AL,Alabama,21-1015,Rehabilitation counselors,,510,12.4
01,AL,Alabama,21-1019,"Counselors, all other",,110,17.4
01,AL,Alabama,21-1021,"Child, family, and school social workers",,1550,7.0
01,AL,Alabama,21-1022,Medical and public health social workers,,2360,2.7
01,AL,Alabama,21-1023,Mental health and substance abuse social workers,,1460,16.9
01,AL,Alabama,21-1029,"Social workers, all other",,390,9.3
01,AL,Alabama,21-1091,Health educators,,180,18.6
01,AL,Alabama,21-1092,Probation officers and correctional treatment specialists,,620,10.0
01,AL,Alabama,21-1093,Social and human service assistants,,3370,6.3
01,AL,Alabama,21-1099,"Community and social service specialists, all other",,520,20.1
01,AL,Alabama,21-2011,Clergy,,200,9.0
01,AL,Alabama,23-0000,Legal occupations,major,10430,3.5
01,AL,Alabama,23-1011,Lawyers,,4970,4.8
01,AL,Alabama,23-1021,"Administrative law judges, adjudicators, and hearing officers",,120,5.6
01,AL,Alabama,23-1023,"Judges, magistrate judges, and magistrates",,530,12.1
01,AL,Alabama,23-2011,Paralegals and legal assistants,,1850,16.3
01,AL,Alabama,23-2091,Court reporters,,180,23.1
01,AL,Alabama,23-2092,Law clerks,,520,19.1
01,AL,Alabama,23-2093,"Title examiners, abstractors, and searchers",,730,26.7
01,AL,Alabama,23-2099,"Legal support workers, all other",,1530,0.8
01,AL,Alabama,25-0000,"Education, training, and library occupations",major,100210,3.2
01,AL,Alabama,25-1011,"Business teachers, postsecondary",,870,9.5
01,AL,Alabama,25-1021,"Computer science teachers, postsecondary",,430,6.2
01,AL,Alabama,25-1022,"Mathematical science teachers, postsecondary",,780,10.8
01,AL,Alabama,25-1031,"Architecture teachers, postsecondary",,120,45.6
01,AL,Alabama,25-1032,"Engineering teachers, postsecondary",,710,37.4
01,AL,Alabama,25-1041,"Agricultural sciences teachers, postsecondary",,0,0
01,AL,Alabama,25-1042,"Biological science teachers, postsecondary",,620,16.4
01,AL,Alabama,25-1043,"Forestry and conservation science teachers, postsecondary",,0,0
01,AL,Alabama,25-1051,"Atmospheric, earth, marine, and space sciences teachers, postsecondary",,110,6.0
01,AL,Alabama,25-1052,"Chemistry teachers, postsecondary",,240,14.8
01,AL,Alabama,25-1054,"Physics teachers, postsecondary",,180,18.0
01,AL,Alabama,25-1063,"Economics teachers, postsecondary",,270,18.2
01,AL,Alabama,25-1064,"Geography teachers, postsecondary",,70,32.0
01,AL,Alabama,25-1065,"Political science teachers, postsecondary",,150,9.1
01,AL,Alabama,25-1066,"Psychology teachers, postsecondary",,360,9.9
01,AL,Alabama,25-1067,"Sociology teachers, postsecondary",,240,23.2
01,AL,Alabama,25-1071,"Health specialties teachers, postsecondary",,1160,22.8
01,AL,Alabama,25-1072,"Nursing instructors and teachers, postsecondary",,610,10.2
01,AL,Alabama,25-1081,"Education teachers, postsecondary",,740,15.4
01,AL,Alabama,25-1111,"Criminal justice and law enforcement teachers, postsecondary",,90,7.4
01,AL,Alabama,25-1113,"Social work teachers, postsecondary",,80,3.9
01,AL,Alabama,25-1121,"Art, drama, and music teachers, postsecondary",,670,5.3
01,AL,Alabama,25-1122,"Communications teachers, postsecondary",,280,19.7
01,AL,Alabama,25-1123,"English language and literature teachers, postsecondary",,1000,6.1
01,AL,Alabama,25-1124,"Foreign language and literature teachers, postsecondary",,300,29.8
01,AL,Alabama,25-1125,"History teachers, postsecondary",,420,6.8
01,AL,Alabama,25-1126,"Philosophy and religion teachers, postsecondary",,190,10.6
01,AL,Alabama,25-1191,Graduate teaching assistants,,300,11.1
01,AL,Alabama,25-1192,"Home economics teachers, postsecondary",,40,2.0
01,AL,Alabama,25-1193,"Recreation and fitness studies teachers, postsecondary",,170,12.2
01,AL,Alabama,25-1194,"Vocational education teachers, postsecondary",,1940,5.3
01,AL,Alabama,25-1199,"Postsecondary teachers, all other",,2280,8.6
