AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE
01,AL,Alabama,00-0000,All Occupations,total,1857530,0.4
01,AL,Alabama,11-0000,Management Occupations,major,67500,1.1
01,AL,Alabama,11-1011,Chief Executives,detailed,1080,4.8
01,AL,Alabama,11-1021,General and Operations Managers,detailed,26480,1.5
01,AL,Alabama,11-1031,Legislators,detailed,1470,8.7
01,AL,Alabama,11-2011,Advertising and Promotions Managers,detailed,80,16.3
01,AL,Alabama,11-2021,Marketing Managers,detailed,610,11.5
01,AL,Alabama,11-2022,Sales Managers,detailed,2330,5.4
01,AL,Alabama,11-2031,Public Relations and Fundraising Managers,detailed,450,5.6
01,AL,Alabama,11-3011,Administrative Services Managers,detailed,780,5.0
01,AL,Alabama,11-3021,Computer and Information Systems Managers,detailed,3310,6.8
01,AL,Alabama,11-3031,Financial Managers,detailed,4080,2.8
01,AL,Alabama,11-3051,Industrial Production Managers,detailed,2700,2.7
01,AL,Alabama,11-3061,Purchasing Managers,detailed,870,2.8
01,AL,Alabama,11-3071,"Transportation, Storage, and Distribution Managers",detailed,690,5.0
01,AL,Alabama,11-3111,Compensation and Benefits Managers,detailed,110,11.8
01,AL,Alabama,11-3121,Human Resources Managers,detailed,1210,3.5
01,AL,Alabama,11-3131,Training and Development Managers,detailed,180,7.1
01,AL,Alabama,11-9021,Construction Managers,detailed,2450,5.8
01,AL,Alabama,11-9031,"Education Administrators, Preschool and Childcare Center/Program",detailed,170,19.1
01,AL,Alabama,11-9032,"Education Administrators, Elementary and Secondary School",detailed,3390,4.6
01,AL,Alabama,11-9033,"Education Administrators, Postsecondary",detailed,2110,4.9
01,AL,Alabama,11-9039,"Education Administrators, All Other",detailed,540,5.8
01,AL,Alabama,11-9041,Architectural and Engineering Managers,detailed,2440,3.3
01,AL,Alabama,11-9051,Food Service Managers,detailed,2020,6.7
01,AL,Alabama,11-9061,Funeral Service Managers,detailed,340,15.5
01,AL,Alabama,11-9081,Lodging Managers,detailed,480,11.8
01,AL,Alabama,11-9111,Medical and Health Services Managers,detailed,2660,3.1
01,AL,Alabama,11-9121,Natural Sciences Managers,detailed,170,7.0
01,AL,Alabama,11-9131,Postmasters and Mail Superintendents,detailed,340,0.0
01,AL,Alabama,11-9141,"Property, Real Estate, and Community Association Managers",detailed,530,9.2
01,AL,Alabama,11-9151,Social and Community Service Managers,detailed,850,4.7
01,AL,Alabama,11-9161,Emergency Management Directors,detailed,170,2.7
01,AL,Alabama,11-9199,"Managers, All Other",detailed,2440,3.1
01,AL,Alabama,13-0000,Business and Financial Operations Occupations,major,67730,1.2
01,AL,Alabama,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,30,49.4
01,AL,Alabama,13-1021,"Buyers and Purchasing Agents, Farm Products",detailed,150,15.6
01,AL,Alabama,13-1022,"Wholesale and Retail Buyers, Except Farm Products",detailed,570,14.4
01,AL,Alabama,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",detailed,5720,2.5
01,AL,Alabama,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,3250,5.8
01,AL,Alabama,13-1032,"Insurance Appraisers, Auto Damage",detailed,250,37.0
01,AL,Alabama,13-1041,Compliance Officers,detailed,1530,2.9
01,AL,Alabama,13-1051,Cost Estimators,detailed,2070,5.0
01,AL,Alabama,13-1071,Human Resources Specialists,detailed,4670,3.5
01,AL,Alabama,13-1075,Labor Relations Specialists,detailed,1100,8.5
01,AL,Alabama,13-1081,Logisticians,detailed,3600,3.5
01,AL,Alabama,13-1111,Management Analysts,detailed,4690,4.6
01,AL,Alabama,13-1121,"Meeting, Convention, and Event Planners",detailed,500,20.6
01,AL,Alabama,13-1131,Fundraisers,detailed,640,7.8
01,AL,Alabama,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,470,6.2
01,AL,Alabama,13-1151,Training and Development Specialists,detailed,2570,4.1
01,AL,Alabama,13-1161,Market Research Analysts and Marketing Specialists,detailed,2610,7.4
01,AL,Alabama,13-1199,"Business Operations Specialists, All Other",detailed,6660,3.1
01,AL,Alabama,13-2011,Accountants and Auditors,detailed,14090,1.9
01,AL,Alabama,13-2021,Appraisers and Assessors of Real Estate,detailed,800,8.3
01,AL,Alabama,13-2031,Budget Analysts,detailed,1160,3.3
01,AL,Alabama,13-2041,Credit Analysts,detailed,530,19.3
01,AL,Alabama,13-2051,Financial Analysts,detailed,1310,10.4
01,AL,Alabama,13-2052,Personal Financial Advisors,detailed,1570,7.8
01,AL,Alabama,13-2053,Insurance Underwriters,detailed,550,8.3
01,AL,Alabama,13-2071,Credit Counselors,detailed,80,28.1
01,AL,Alabama,13-2072,Loan Officers,detailed,3770,5.8
01,AL,Alabama,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,1040,1.8
01,AL,Alabama,13-2082,Tax Preparers,detailed,390,22.9
01,AL,Alabama,13-2099,"Financial Specialists, All Other",detailed,0,0
01,AL,Alabama,15-0000,Computer and Mathematical Occupations,major,39420,4.0
01,AL,Alabama,15-1111,Computer and Information Research Scientists,detailed,380,14.4
01,AL,Alabama,15-1121,Computer Systems Analysts,detailed,6110,11.5
01,AL,Alabama,15-1122,Information Security Analysts,detailed,1270,22.3
01,AL,Alabama,15-1131,Computer Programmers,detailed,5550,6.5
01,AL,Alabama,15-1132,"Software Developers, Applications",detailed,3850,12.9
01,AL,Alabama,15-1133,"Software Developers, Systems Software",detailed,4520,10.1
01,AL,Alabama,15-1134,Web Developers,detailed,650,10.0
01,AL,Alabama,15-1141,Database Administrators,detailed,1590,5.0
01,AL,Alabama,15-1142,Network and Computer Systems Administrators,detailed,4570,3.3
01,AL,Alabama,15-1143,Computer Network Architects,detailed,760,9.3
01,AL,Alabama,15-1151,Computer User Support Specialists,detailed,6020,3.5
01,AL,Alabama,15-1152,Computer Network Support Specialists,detailed,1230,8.4
01,AL,Alabama,15-1199,"Computer Occupations, All Other",detailed,1600,1.0
01,AL,Alabama,15-2011,Actuaries,detailed,60,15.4
01,AL,Alabama,15-2031,Operations Research Analysts,detailed,990,13.5
01,AL,Alabama,15-2041,Statisticians,detailed,250,5.3
01,AL,Alabama,17-0000,Architecture and Engineering Occupations,major,40680,2.1
01,AL,Alabama,17-1011,"Architects, Except Landscape and Naval",detailed,970,12.4
01,AL,Alabama,17-1012,Landscape Architects,detailed,60,16.2
01,AL,Alabama,17-1021,Cartographers and Photogrammetrists,detailed,160,11.1
01,AL,Alabama,17-1022,Surveyors,detailed,640,8.6
01,AL,Alabama,17-2011,Aerospace Engineers,detailed,3550,5.3
01,AL,Alabama,17-2031,Biomedical Engineers,detailed,80,44.4
01,AL,Alabama,17-2041,Chemical Engineers,detailed,610,19.7
01,AL,Alabama,17-2051,Civil Engineers,detailed,3310,3.8
01,AL,Alabama,17-2061,Computer Hardware Engineers,detailed,1300,10.4
01,AL,Alabama,17-2071,Electrical Engineers,detailed,5190,7.9
01,AL,Alabama,17-2072,"Electronics Engineers, Except Computer",detailed,1920,7.3
01,AL,Alabama,17-2081,Environmental Engineers,detailed,730,9.3
01,AL,Alabama,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,500,7.4
01,AL,Alabama,17-2112,Industrial Engineers,detailed,4250,5.4
01,AL,Alabama,17-2121,Marine Engineers and Naval Architects,detailed,120,7.9
01,AL,Alabama,17-2131,Materials Engineers,detailed,480,6.9
01,AL,Alabama,17-2141,Mechanical Engineers,detailed,3270,4.7
01,AL,Alabama,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,150,13.4
01,AL,Alabama,17-2161,Nuclear Engineers,detailed,230,4.1
01,AL,Alabama,17-2171,Petroleum Engineers,detailed,80,20.5
01,AL,Alabama,17-2199,"Engineers, All Other",detailed,3780,4.8
01,AL,Alabama,17-3011,Architectural and Civil Drafters,detailed,1000,10.3
01,AL,Alabama,17-3012,Electrical and Electronics Drafters,detailed,510,23.3
01,AL,Alabama,17-3013,Mechanical Drafters,detailed,780,8.8
01,AL,Alabama,17-3019,"Drafters, All Other",detailed,200,10.8
01,AL,Alabama,17-3021,Aerospace Engineering and Operations Technicians,detailed,190,28.5
01,AL,Alabama,17-3022,Civil Engineering Technicians,detailed,1080,8.0
01,AL,Alabama,17-3023,Electrical and Electronics Engineering Technicians,detailed,2070,7.9
01,AL,Alabama,17-3024,Electro-Mechanical Technicians,detailed,70,30.4
01,AL,Alabama,17-3025,Environmental Engineering Technicians,detailed,390,18.5
01,AL,Alabama,17-3026,Industrial Engineering Technicians,detailed,800,5.8
01,AL,Alabama,17-3027,Mechanical Engineering Technicians,detailed,630,11.9
01,AL,Alabama,17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,770,12.0
01,AL,Alabama,17-3031,Surveying and Mapping Technicians,detailed,810,10.0
01,AL,Alabama,19-0000,"Life, Physical, and Social Science Occupations",major,8920,2.7
01,AL,Alabama,19-1013,Soil and Plant Scientists,detailed,80,12.3
01,AL,Alabama,19-1021,Biochemists and Biophysicists,detailed,0,0
01,AL,Alabama,19-1022,Microbiologists,detailed,140,4.7
01,AL,Alabama,19-1023,Zoologists and Wildlife Biologists,detailed,90,4.9
01,AL,Alabama,19-1029,"Biological Scientists, All Other",detailed,170,12.4
01,AL,Alabama,19-1031,Conservation Scientists,detailed,130,6.0
01,AL,Alabama,19-1032,Foresters,detailed,210,20.2
01,AL,Alabama,19-1041,Epidemiologists,detailed,40,0.0
01,AL,Alabama,19-1042,"Medical Scientists, Except Epidemiologists",detailed,530,1.9
01,AL,Alabama,19-1099,"Life Scientists, All Other",detailed,50,2.9
01,AL,Alabama,19-2012,Physicists,detailed,170,6.1
01,AL,Alabama,19-2021,Atmospheric and Space Scientists,detailed,120,7.7
01,AL,Alabama,19-2031,Chemists,detailed,690,15.9
01,AL,Alabama,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,920,4.1
01,AL,Alabama,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,260,10.4
01,AL,Alabama,19-2099,"Physical Scientists, All Other",detailed,0,0
01,AL,Alabama,19-3011,Economists,detailed,30,0.0
01,AL,Alabama,19-3031,"Clinical, Counseling, and School Psychologists",detailed,660,15.4
01,AL,Alabama,19-3039,"Psychologists, All Other",detailed,120,3.5
01,AL,Alabama,19-3051,Urban and Regional Planners,detailed,340,9.1
01,AL,Alabama,19-3091,Anthropologists and Archeologists,detailed,70,18.0
01,AL,Alabama,19-3093,Historians,detailed,60,2.3
01,AL,Alabama,19-3099,"Social Scientists and Related Workers, All Other",detailed,210,1.7
01,AL,Alabama,19-4011,Agricultural and Food Science Technicians,detailed,120,2.6
01,AL,Alabama,19-4021,Biological Technicians,detailed,820,2.9
01,AL,Alabama,19-4031,Chemical Technicians,detailed,870,6.7
01,AL,Alabama,19-4041,Geological and Petroleum Technicians,detailed,50,14.6
01,AL,Alabama,19-4051,Nuclear Technicians,detailed,110,22.7
01,AL,Alabama,19-4091,"Environmental Science and Protection Technicians, Including Health",detailed,580,18.6
01,AL,Alabama,19-4092,Forensic Science Technicians,detailed,90,19.8
