AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE
01,AL,Alabama,00-0000,All Occupations,,1872600,0.6
01,AL,Alabama,11-0000,Management occupations,major,79730,1.2
01,AL,Alabama,11-1011,Chief executives,,3300,4.0
01,AL,Alabama,11-1021,General and operations managers,,27450,1.4
01,AL,Alabama,11-1031,Legislators,,1730,15.7
01,AL,Alabama,11-2011,Advertising and promotions managers,,370,8.0
01,AL,Alabama,11-2021,Marketing managers,,1300,8.8
01,AL,Alabama,11-2022,Sales managers,,2900,3.8
01,AL,Alabama,11-2031,Public relations managers,,460,9.2
01,AL,Alabama,11-3011,Administrative services managers,,2150,3.6
01,AL,Alabama,11-3021,Computer and information systems managers,,2770,5.8
01,AL,Alabama,11-3031,Financial managers,,5060,3.6
01,AL,Alabama,11-3041,Compensation and benefits managers,,460,5.3
01,AL,Alabama,11-3042,Training and development managers,,280,9.5
01,AL,Alabama,11-3049,"Human resources managers, all other",,760,3.9
01,AL,Alabama,11-3051,Industrial production managers,,2330,3.6
01,AL,Alabama,11-3061,Purchasing managers,,880,5.9
01,AL,Alabama,11-3071,"Transportation, storage, and distribution managers",,1150,3.5
01,AL,Alabama,11-9011,"Farm, ranch, and other agricultural managers",,50,11.4
01,AL,Alabama,11-9021,Construction managers,,3480,5.3
01,AL,Alabama,11-9031,"Education administrators, preschool and child care center/program",,580,22.0
01,AL,Alabama,11-9032,"Education administrators, elementary and secondary school",,2850,5.6
01,AL,Alabama,11-9033,"Education administrators, postsecondary",,2710,5.8
01,AL,Alabama,11-9039,"Education administrators, all other",,470,12.9
01,AL,Alabama,11-9041,Engineering managers,,2910,6.3
01,AL,Alabama,11-9051,Food service managers,,2100,8.2
01,AL,Alabama,11-9061,Funeral directors,,410,13.0
01,AL,Alabama,11-9081,Lodging managers,,490,9.1
01,AL,Alabama,11-9111,Medical and health services managers,,2820,2.9
01,AL,Alabama,11-9121,Natural sciences managers,,200,6.5
01,AL,Alabama,11-9131,Postmasters and mail superintendents,,500,0.0
01,AL,Alabama,11-9141,"Property, real estate, and community association managers",,1090,10.2
01,AL,Alabama,11-9151,Social and community service managers,,1140,5.7
01,AL,Alabama,11-9199,"Managers, all other",,4570,5.0
01,AL,Alabama,13-0000,Business and financial operations occupations,major,57660,2.1
01,AL,Alabama,13-1021,"Purchasing agents and buyers, farm products",,140,14.3
01,AL,Alabama,13-1022,"Wholesale and retail buyers, except farm products",,1180,7.8
01,AL,Alabama,13-1023,"Purchasing agents, except wholesale, retail, and farm products",,4550,2.9
01,AL,Alabama,13-1031,"Claims adjusters, examiners, and investigators",,2220,10.2
01,AL,Alabama,13-1032,"Insurance appraisers, auto damage",,180,24.5
01,AL,Alabama,13-1041,"Compliance officers, except agriculture, construction, health and safety, and transportation",,1560,3.4
01,AL,Alabama,13-1051,Cost estimators,,2260,6.6
01,AL,Alabama,13-1061,Emergency management specialists,,360,12.9
01,AL,Alabama,13-1071,"Employment, recruitment, and placement specialists",,1260,8.1
01,AL,Alabama,13-1072,"Compensation, benefits, and job analysis specialists",,950,4.3
01,AL,Alabama,13-1073,Training and development specialists,,2450,5.0
01,AL,Alabama,13-1079,"Human resources, training, and labor relations specialists, all other",,2410,5.4
01,AL,Alabama,13-1081,Logisticians,,400,13.2
01,AL,Alabama,13-1111,Management analysts,,4040,8.5
01,AL,Alabama,13-1121,Meeting and convention planners,,200,12.0
01,AL,Alabama,13-1199,"Business operations specialists, all other",,8210,2.7
01,AL,Alabama,13-2011,Accountants and auditors,,12160,3.7
01,AL,Alabama,13-2021,Appraisers and assessors of real estate,,770,13.3
01,AL,Alabama,13-2031,Budget analysts,,800,8.7
01,AL,Alabama,13-2041,Credit analysts,,520,9.7
01,AL,Alabama,13-2051,Financial analysts,,1160,17.6
01,AL,Alabama,13-2052,Personal financial advisors,,1050,19.6
01,AL,Alabama,13-2053,Insurance underwriters,,1070,34.7
01,AL,Alabama,13-2061,Financial examiners,,190,38.7
01,AL,Alabama,13-2071,Loan counselors,,0,0
01,AL,Alabama,13-2072,Loan officers,,3970,9.2
01,AL,Alabama,13-2081,"Tax examiners, collectors, and revenue agents",,1070,3.9
01,AL,Alabama,13-2082,Tax preparers,,1050,18.3
01,AL,Alabama,13-2099,"Financial specialists, all other",,930,11.1
01,AL,Alabama,15-0000,Computer and mathematical occupations,major,31740,4.5
01,AL,Alabama,15-1021,Computer programmers,,4830,9.7
01,AL,Alabama,15-1031,"Computer software engineers, applications",,3580,12.6
01,AL,Alabama,15-1032,"Computer software engineers, systems software",,2560,13.1
01,AL,Alabama,15-1041,Computer support specialists,,5270,8.2
01,AL,Alabama,15-1051,Computer systems analysts,,7910,9.3
01,AL,Alabama,15-1061,Database administrators,,750,6.5
01,AL,Alabama,15-1071,Network and computer systems administrators,,2870,5.3
